term,estimate,std.error,statistic,p.value,sig
census_tract24,0.1112659112360566,0.0660519846455072,1.6845203339946095,0.0920942208992409,.
zip_code19142,-0.16634020038954722,0.09884707505023867,-1.6828034648977264,0.09242621662509785,.
census_tract144,0.12602762668753645,0.07491479595427072,1.6822795161114217,0.09252772525646151,.
census_tract363,0.11853484704176949,0.07115445492825828,1.6658808947561,0.09575025574785812,.
zip_code19115,-0.23414254317155442,0.14071584427236117,-1.6639387297308335,0.09613779499841978,.
census_tract167,0.20063542638666618,0.128503650159589,1.5613208351474572,0.11846132139606869,
zip_code19135,-0.1712882230359432,0.11087913459802567,-1.5448192633981217,0.12240323757981045,
census_tract362,0.10684382405388762,0.06978864220131083,1.530962928691007,0.12579180124364955,
census_tract142,0.10586838514255068,0.07066851744699013,1.4980982899770705,0.13412093315418844,
census_tract39,0.10366777294229981,0.06974431813264066,1.486397397206509,0.13718723981037864,
median_incomeE,-3.6572519744463116e-6,2.478021885107715e-6,-1.475875574959798,0.13999048263490357,
census_tract65,0.20131549135074267,0.1374136936034742,1.465032240030355,0.1429252870016001,
census_tract172,-0.16903619577599874,0.11780307702947983,-1.4349047583340968,0.15132733567698148,
zip_code19121,0.11802604253471038,0.08350872310406682,1.4133378903139113,0.15756943263013662,
census_tract347,0.09582415208739589,0.06997005348437141,1.3695023415810206,0.17085518156005403,
zip_code19136,-0.17285333693936727,0.12920886240236001,-1.337782360478472,0.1809801333338224,
census_tract289,0.12039348333915668,0.09148866022752812,1.3159388610538572,0.18820719622122165,
zip_code19119,0.1326000347921405,0.10157247931291474,1.3054720696896551,0.1917447288705337,
census_tract177,-0.14968387834266084,0.11924337461679847,-1.2552804616917814,0.20938924868582914,
census_tract81,0.10885118418858983,0.08815374784101199,1.234787934199988,0.21692158856275398,
zip_code19153,0.12874346143027263,0.10685592650342625,1.2048322039128505,0.22828002514860557,
zip_code19116,-0.17715041126763703,0.15567664249393823,-1.1379382830313478,0.2551576707964765,
census_tract31,0.08186878009592329,0.07510866812178847,1.0900044181741222,0.2757221966125832,
zip_code19126,-0.12495132931936506,0.11550816872608319,-1.0817531841897299,0.2793731375717508,
census_tract351,-0.07768663538986825,0.07232148150289183,-1.0741847895740617,0.2827507219597233,
census_tract82,0.09843386997784068,0.094712894248041607,1.0392868970940143,0.2986818493770847,
census_tract311,0.0705314753868871,0.06950704415534668,1.0147385239005537,0.31024076611095036,
census_tract42,0.06807686292244294,0.07057450710441043,0.9646098246457125,0.3347500446812486,
census_tract215,0.060252248572523114,0.06823579230332656,0.8830006443639661,0.37724481208841176,
census_tract178,0.10054968382145603,0.12132397455573829,0.8287701106862585,0.4072427876980972,
zip_code19138,-0.08408639790766763,0.10787827500284727,-0.7794562705553857,0.43571871215603175,
census_tract71,0.08662859603430753,0.11221157351844481,0.7720112401780724,0.4401154099899556,
zip_code19151,0.0699694454660409,0.09172808528134395,0.7627919546280074,0.4455950146857355,
census_tract356,0.053837959206114276,0.07565007291479432,0.7116709493030189,0.47667551294428856,
zip_code19120,-0.07500668781640278,0.10564123224839723,-0.7100133747023835,0.47770277531907,
census_tract112,0.08317166485677373,0.12333392963294057,0.6743615897450483,0.5000879842505723,
zip_code19139,0.05893944259781262,0.08842881761859682,0.666518496855006,0.5050861840288101,
census_tract32,0.049189770233095176,0.07492781345135095,0.6564954716719854,0.5115117061160318,
census_tract41,-0.04721588350845583,0.07250427886063421,-0.6512151317195078,0.5149138901152941,
zip_code19143,0.05233184583378449,0.08195234818935745,0.6385643241468515,0.523112520045766,
census_tract365,-0.040748212549674374,0.06857698905933661,-0.5941965826819366,0.5523862670685986,
zip_code19141,-0.054208410202311014,0.10776633432999594,-0.5030180393472149,0.6149562284516603,
census_tract358,0.03446093024849946,0.06994531200024096,0.4926839163771368,0.6222404735949895,
census_tract176,-0.0532796598572956,0.11222849792253738,-0.4747426976530544,0.6349747219490989,
zip_code19149,-0.04933689743792234,0.1103491957701762,-0.44709793391404584,0.6548084056538792,
census_tract27,-0.027053143906857903,0.06571544482390082,-0.41167101553299734,0.6805842669477667,
census_tract326,0.02865305496918671,0.07084832015566091,0.40442814884295153,0.6859015262900137,
zip_code19131,-0.03452662080896455,0.08610336124123598,-0.4009903946981958,0.6884307834829533,
zip_code19111,0.036694347700972664,0.11553067762126137,0.3176156191281589,0.7507793018748055,
PCTPOVERTY,2.510361438157348e-4,8.291084400358523e-4,0.302778420401654,0.7620613672474997,
census_tract37,0.020662653080408582,0.07335040061283288,0.28169788996072076,0.778177613516685,
zip_code19144,0.028647159807415695,0.1028082016558719,0.2786466385561906,0.7805184300070569,
census_tract274,-0.022504091622688842,0.0822436739953793,-0.27362702235254216,0.7843736318931857,
zip_code19129,0.028536399526055148,0.11890718289248763,0.23998886216871287,0.810340950937861,
census_tract67,0.017062074557359346,0.08236569025321144,0.20715026493320857,0.8358942738782376,
zip_code19137,0.017595081706991707,0.10439095722850715,0.16854986460634572,0.8661521459312851,
zip_code19150,0.01808640965786482,0.11107646519767189,0.16282845898704293,0.8706548780433501,
census_tract300,-0.012014045209168201,0.09606175933773152,-0.12506584609729582,0.9004724745726997,
census_tract286,0.006052487281918553,0.08584439939204974,0.0705053250390507,0.9437920527223173,
zip_code19152,-0.0010691743327890736,0.12231293485030831,-0.00874130225145504,0.9930256117316087,
